InvoiceDate,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Year,Month,Day,Hour,TotalAmount
2010-12-01 09:41:00,536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,2.95,15311,United Kingdom,2010,12,1,9,2.95
2010-12-01 09:41:00,536381,37444C,PINK BREAKFAST CUP AND SAUCER ,1,2.95,15311,United Kingdom,2010,12,1,9,2.95
2010-12-01 09:41:00,536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2.95,15311,United Kingdom,2010,12,1,9,11.8
2010-12-01 09:41:00,536381,22083,PAPER CHAIN KIT RETROSPOT,1,2.95,15311,United Kingdom,2010,12,1,9,2.95
2010-12-01 09:41:00,536381,84971S,SMALL HEART FLOWERS HOOK ,6,0.85,15311,United Kingdom,2010,12,1,9,5.1
2010-12-01 09:41:00,536381,71270,PHOTO CLIP LINE,3,1.25,15311,United Kingdom,2010,12,1,9,3.75
2010-12-01 09:41:00,536381,47580,TEA TIME DES TEA COSY,2,2.55,15311,United Kingdom,2010,12,1,9,5.1
2010-12-01 09:41:00,536381,22261,FELT EGG COSY WHITE RABBIT ,1,0.85,15311,United Kingdom,2010,12,1,9,0.85
2010-12-01 09:41:00,536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,0.85,15311,United Kingdom,2010,12,1,9,0.85
2010-12-01 09:41:00,536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,1.45,15311,United Kingdom,2010,12,1,9,1.45
2010-12-01 09:41:00,536381,21533,RETROSPOT LARGE MILK JUG,1,4.95,15311,United Kingdom,2010,12,1,9,4.95
2010-12-01 09:41:00,536381,21557,SET OF 6 FUNKY BEAKERS,2,2.95,15311,United Kingdom,2010,12,1,9,5.9
2010-12-01 09:41:00,536381,15056BL,EDWARDIAN PARASOL BLACK,2,5.95,15311,United Kingdom,2010,12,1,9,11.9
2010-12-01 09:41:00,536381,15056N,EDWARDIAN PARASOL NATURAL,2,5.95,15311,United Kingdom,2010,12,1,9,11.9
2010-12-01 09:41:00,536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45,15311,United Kingdom,2010,12,1,9,5.8
2010-12-01 09:41:00,536381,22176,BLUE OWL SOFT TOY,1,2.95,15311,United Kingdom,2010,12,1,9,2.95
2010-12-01 09:41:00,536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,1.95,15311,United Kingdom,2010,12,1,9,1.95
2010-12-01 09:41:00,536381,21731,RED TOADSTOOL LED NIGHT LIGHT,2,1.65,15311,United Kingdom,2010,12,1,9,3.3
2010-12-01 09:41:00,536381,22778,GLASS CLOCHE SMALL,3,3.95,15311,United Kingdom,2010,12,1,9,11.85
2010-12-01 09:41:00,536381,22719,GUMBALL MONOCHROME COAT RACK,36,1.06,15311,United Kingdom,2010,12,1,9,38.16
2010-12-01 09:41:00,536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,6.75,15311,United Kingdom,2010,12,1,9,67.5
2010-12-01 09:45:00,536382,10002,INFLATABLE POLITICAL GLOBE ,12,0.85,16098,United Kingdom,2010,12,1,9,10.2
2010-12-01 09:45:00,536382,21912,VINTAGE SNAKES & LADDERS,8,3.75,16098,United Kingdom,2010,12,1,9,30.0
2010-12-01 09:45:00,536382,21832,CHOCOLATE CALCULATOR,12,1.65,16098,United Kingdom,2010,12,1,9,19.8
2010-12-01 09:45:00,536382,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1.95,16098,United Kingdom,2010,12,1,9,19.5
2010-12-01 09:45:00,536382,22379,RECYCLING BAG RETROSPOT ,10,2.1,16098,United Kingdom,2010,12,1,9,21.0
2010-12-01 09:45:00,536382,22381,TOY TIDY PINK POLKADOT,50,1.85,16098,United Kingdom,2010,12,1,9,92.5
2010-12-01 09:45:00,536382,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2.95,16098,United Kingdom,2010,12,1,9,23.6
2010-12-01 09:45:00,536382,22726,ALARM CLOCK BAKELIKE GREEN,4,3.75,16098,United Kingdom,2010,12,1,9,15.0
2010-12-01 09:45:00,536382,22926,IVORY GIANT GARDEN THERMOMETER,12,5.95,16098,United Kingdom,2010,12,1,9,71.4
2010-12-01 09:45:00,536382,22839,3 TIER CAKE TIN GREEN AND CREAM,2,14.95,16098,United Kingdom,2010,12,1,9,29.9
2010-12-01 09:45:00,536382,22838,3 TIER CAKE TIN RED AND CREAM,2,14.95,16098,United Kingdom,2010,12,1,9,29.9
2010-12-01 09:45:00,536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,16.95,16098,United Kingdom,2010,12,1,9,67.8
2010-12-01 09:53:00,536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,6.45,18074,United Kingdom,2010,12,1,9,19.35
2010-12-01 09:53:00,536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,0.65,18074,United Kingdom,2010,12,1,9,31.2
2010-12-01 09:53:00,536384,22464,HANGING METAL HEART LANTERN,12,1.65,18074,United Kingdom,2010,12,1,9,19.8
2010-12-01 09:53:00,536384,21324,HANGING MEDINA LANTERN SMALL,6,2.95,18074,United Kingdom,2010,12,1,9,17.7
2010-12-01 09:53:00,536384,22457,NATURAL SLATE HEART CHALKBOARD ,12,2.95,18074,United Kingdom,2010,12,1,9,35.4
2010-12-01 09:53:00,536384,22469,HEART OF WICKER SMALL,40,1.45,18074,United Kingdom,2010,12,1,9,58.0
2010-12-01 09:53:00,536384,22470,HEART OF WICKER LARGE,40,2.55,18074,United Kingdom,2010,12,1,9,102.0
2010-12-01 09:53:00,536384,22224,WHITE LOVEBIRD LANTERN,6,2.95,18074,United Kingdom,2010,12,1,9,17.7
2010-12-01 09:53:00,536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12.75,18074,United Kingdom,2010,12,1,9,25.5
2010-12-01 09:53:00,536384,22189,CREAM HEART CARD HOLDER,4,3.95,18074,United Kingdom,2010,12,1,9,15.8
2010-12-01 09:53:00,536384,22427,ENAMEL FLOWER JUG CREAM,3,5.95,18074,United Kingdom,2010,12,1,9,17.85
2010-12-01 09:53:00,536384,22428,ENAMEL FIRE BUCKET CREAM,6,6.95,18074,United Kingdom,2010,12,1,9,41.7
2010-12-01 09:53:00,536384,22424,ENAMEL BREAD BIN CREAM,8,10.95,18074,United Kingdom,2010,12,1,9,87.6
2010-12-01 09:56:00,536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,19.95,17420,United Kingdom,2010,12,1,9,19.95
2010-12-01 09:56:00,536385,22961,JAM MAKING SET PRINTED,12,1.45,17420,United Kingdom,2010,12,1,9,17.4
2010-12-01 09:56:00,536385,22960,JAM MAKING SET WITH JARS,6,4.25,17420,United Kingdom,2010,12,1,9,25.5
2010-12-01 09:56:00,536385,22663,JUMBO BAG DOLLY GIRL DESIGN,10,1.95,17420,United Kingdom,2010,12,1,9,19.5
2010-12-01 09:56:00,536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,1.25,17420,United Kingdom,2010,12,1,9,15.0
2010-12-01 09:56:00,536385,22168,ORGANISER WOOD ANTIQUE WHITE ,2,8.5,17420,United Kingdom,2010,12,1,9,17.0
2010-12-01 09:56:00,536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,1.65,17420,United Kingdom,2010,12,1,9,16.5
2010-12-01 09:57:00,536386,84880,WHITE WIRE EGG HOLDER,36,4.95,16029,United Kingdom,2010,12,1,9,178.2
2010-12-01 09:57:00,536386,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,1.65,16029,United Kingdom,2010,12,1,9,165.0
2010-12-01 09:57:00,536386,85099B,JUMBO BAG RED RETROSPOT,100,1.65,16029,United Kingdom,2010,12,1,9,165.0
2010-12-01 09:58:00,536387,79321,CHILLI LIGHTS,192,3.82,16029,United Kingdom,2010,12,1,9,733.44
2010-12-01 09:58:00,536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,3.37,16029,United Kingdom,2010,12,1,9,647.04
2010-12-01 09:58:00,536387,22779,WOODEN OWLS LIGHT GARLAND ,192,3.37,16029,United Kingdom,2010,12,1,9,647.04
2010-12-01 09:58:00,536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,1.45,16029,United Kingdom,2010,12,1,9,626.4
2010-12-01 09:58:00,536387,21731,RED TOADSTOOL LED NIGHT LIGHT,432,1.25,16029,United Kingdom,2010,12,1,9,540.0
2010-12-01 09:59:00,536388,21754,HOME BUILDING BLOCK WORD,3,5.95,16250,United Kingdom,2010,12,1,9,17.85
2010-12-01 09:59:00,536388,21755,LOVE BUILDING BLOCK WORD,3,5.95,16250,United Kingdom,2010,12,1,9,17.85
2010-12-01 09:59:00,536388,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,7.95,16250,United Kingdom,2010,12,1,9,15.9
2010-12-01 09:59:00,536388,21363,HOME SMALL WOOD LETTERS,3,4.95,16250,United Kingdom,2010,12,1,9,14.85
2010-12-01 09:59:00,536388,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,16250,United Kingdom,2010,12,1,9,12.75
2010-12-01 09:59:00,536388,22318,FIVE HEART HANGING DECORATION,6,2.95,16250,United Kingdom,2010,12,1,9,17.7
2010-12-01 09:59:00,536388,22464,HANGING METAL HEART LANTERN,12,1.65,16250,United Kingdom,2010,12,1,9,19.8
2010-12-01 09:59:00,536388,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,0.42,16250,United Kingdom,2010,12,1,9,5.04
2010-12-01 09:59:00,536388,22922,FRIDGE MAGNETS US DINER ASSORTED,12,0.85,16250,United Kingdom,2010,12,1,9,10.2
2010-12-01 09:59:00,536388,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,16250,United Kingdom,2010,12,1,9,17.4
2010-12-01 09:59:00,536388,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,0.85,16250,United Kingdom,2010,12,1,9,10.2
2010-12-01 09:59:00,536388,21115,ROSE CARAVAN DOORSTOP,4,6.75,16250,United Kingdom,2010,12,1,9,27.0
2010-12-01 09:59:00,536388,22469,HEART OF WICKER SMALL,12,1.65,16250,United Kingdom,2010,12,1,9,19.8
2010-12-01 09:59:00,536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,1.65,16250,United Kingdom,2010,12,1,9,19.8
2010-12-01 10:19:00,536390,22941,CHRISTMAS LIGHTS 10 REINDEER,2,8.5,17511,United Kingdom,2010,12,1,10,17.0
2010-12-01 10:19:00,536390,22960,JAM MAKING SET WITH JARS,12,3.75,17511,United Kingdom,2010,12,1,10,45.0
2010-12-01 10:19:00,536390,22961,JAM MAKING SET PRINTED,12,1.45,17511,United Kingdom,2010,12,1,10,17.4
2010-12-01 10:19:00,536390,22962,JAM JAR WITH PINK LID,48,0.72,17511,United Kingdom,2010,12,1,10,34.56
2010-12-01 10:19:00,536390,22963,JAM JAR WITH GREEN LID,48,0.72,17511,United Kingdom,2010,12,1,10,34.56
2010-12-01 10:19:00,536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,8.5,17511,United Kingdom,2010,12,1,10,68.0
2010-12-01 10:19:00,536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,0.64,17511,United Kingdom,2010,12,1,10,92.16
2010-12-01 10:19:00,536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2.55,17511,United Kingdom,2010,12,1,10,102.0
2010-12-01 10:19:00,536390,20668,DISCO BALL CHRISTMAS DECORATION,288,0.1,17511,United Kingdom,2010,12,1,10,28.8
2010-12-01 10:19:00,536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2.55,17511,United Kingdom,2010,12,1,10,163.2
2010-12-01 10:19:00,536390,22197,SMALL POPCORN HOLDER,100,0.72,17511,United Kingdom,2010,12,1,10,72.0
2010-12-01 10:19:00,536390,22198,LARGE POPCORN HOLDER ,50,1.45,17511,United Kingdom,2010,12,1,10,72.5
2010-12-01 10:19:00,536390,21533,RETROSPOT LARGE MILK JUG,12,4.25,17511,United Kingdom,2010,12,1,10,51.0
2010-12-01 10:19:00,536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,0.64,17511,United Kingdom,2010,12,1,10,61.44
2010-12-01 10:19:00,536390,21094,SET/6 RED SPOTTY PAPER PLATES,96,0.64,17511,United Kingdom,2010,12,1,10,61.44
2010-12-01 10:19:00,536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,0.65,17511,United Kingdom,2010,12,1,10,31.2
2010-12-01 10:19:00,536390,21786,POLKADOT RAIN HAT ,144,0.32,17511,United Kingdom,2010,12,1,10,46.08
2010-12-01 10:19:00,536390,22654,DELUXE SEWING KIT ,40,4.95,17511,United Kingdom,2010,12,1,10,198.0
2010-12-01 10:19:00,536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,4.25,17511,United Kingdom,2010,12,1,10,102.0
2010-12-01 10:19:00,536390,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,3.39,17511,United Kingdom,2010,12,1,10,81.36
2010-12-01 10:19:00,536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,3.75,17511,United Kingdom,2010,12,1,10,90.0
2010-12-01 10:19:00,536390,22174,PHOTO CUBE,48,1.48,17511,United Kingdom,2010,12,1,10,71.04
2010-12-01 10:19:00,536390,22969,HOMEMADE JAM SCENTED CANDLES,96,1.25,17511,United Kingdom,2010,12,1,10,120.0
2010-12-01 10:19:00,536390,85099B,JUMBO BAG RED RETROSPOT,100,1.65,17511,United Kingdom,2010,12,1,10,165.0
2010-12-01 10:29:00,536392,22150,3 STRIPEY MICE FELTCRAFT,6,1.95,13705,United Kingdom,2010,12,1,10,11.7
2010-12-01 10:29:00,536392,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,13705,United Kingdom,2010,12,1,10,15.0
